NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
449.2,512.4,419.6,617.3,260.0
409.1,582.8,480.6,433.5,420.0
481.2,458.0,429.2,493.8,380.0
422.7,660.7,561.0,643.7,880.0
417.7,498.4,537.7,510.4,340.0
478.6,442.0,453.6,440.3,320.0
455.6,473.4,347.3,468.4,200.0
558.3,715.0,691.3,744.5,880.0
536.1,573.3,516.4,654.7,800.0
479.4,589.9,512.9,487.8,360.0
519.7,572.4,542.8,659.6,640.0
578.3,660.7,575.2,748.5,640.0
533.2,655.0,601.9,650.7,640.0
467.1,580.2,559.7,618.4,540.0
545.0,586.7,564.7,535.4,900.0
502.2,604.1,470.2,430.5,500.0
474.0,593.5,567.1,682.0,500.0
645.5,632.0,575.9,757.0,680.0
553.9,648.5,542.2,491.9,640.0
508.7,419.1,534.5,453.3,600.0
478.8,522.5,465.8,467.2,360.0
582.6,544.8,460.2,390.7,320.0
564.3,652.3,594.8,610.7,540.0
389.7,474.6,454.2,407.7,320.0
522.7,582.0,544.1,458.9,420.0
525.3,632.8,628.1,546.7,600.0
413.3,563.1,439.8,495.2,240.0
442.1,622.3,548.6,420.3,360.0
392.4,515.9,413.5,474.1,400.0
437.5,461.0,479.4,483.5,480.0
405.1,482.8,522.2,500.3,300.0
451.4,633.6,581.5,639.3,480.0
569.6,621.0,516.9,521.1,420.0
447.3,599.2,520.7,490.8,600.0
388.4,408.2,405.8,490.3,320.0
524.6,560.7,522.8,477.1,280.0
554.4,610.1,528.9,535.8,680.0
537.6,626.1,551.7,586.6,620.0
605.2,620.2,546.2,676.0,580.0
555.2,562.7,562.0,562.6,600.0
505.7,622.6,560.9,538.8,420.0
504.5,541.6,500.6,423.2,340.0
621.3,616.4,572.4,656.6,640.0
546.2,619.2,510.0,595.3,420.0
462.8,477.1,373.3,547.0,280.0
432.6,496.5,361.2,473.4,540.0
525.6,629.3,599.3,715.8,780.0
554.2,519.9,540.6,464.3,580.0
427.7,444.3,443.5,564.0,620.0
424.9,539.7,495.4,385.2,540.0
401.6,551.4,452.7,571.9,320.0
545.8,411.9,463.1,452.8,460.0
406.8,413.8,454.6,527.1,560.0
405.0,486.0,497.5,447.2,580.0
546.2,551.5,530.9,539.2,360.0
498.0,640.6,575.1,465.9,640.0
589.6,630.8,596.6,541.1,660.0
506.2,644.4,481.0,543.3,660.0
449.3,549.4,412.7,605.7,640.0
423.3,468.9,426.1,380.5,740.0
482.6,624.1,521.0,703.5,740.0
506.8,583.5,504.1,621.5,680.0
481.8,606.3,536.9,379.4,560.0
460.1,586.8,530.1,589.6,520.0
667.7,697.7,622.6,712.2,920.0
506.7,606.1,571.0,401.2,360.0
657.1,684.5,732.7,699.9,840.0
421.9,518.9,393.0,580.7,400.0
586.0,564.3,578.9,691.0,800.0
411.6,539.3,470.9,433.7,380.0
527.5,649.1,549.1,410.4,420.0
560.0,638.7,575.4,599.3,680.0
499.9,553.5,505.8,427.5,480.0
631.7,667.9,602.4,692.6,580.0
465.5,610.7,478.3,469.8,380.0
465.9,501.4,436.4,527.2,280.0
452.8,574.1,465.5,676.3,600.0
508.2,621.9,570.3,526.3,680.0
426.0,520.5,489.9,584.8,320.0
431.7,576.2,488.7,464.5,500.0
476.5,631.7,521.6,623.8,360.0
563.6,569.0,596.0,543.7,340.0
554.1,606.2,590.8,449.3,580.0
404.6,602.9,449.3,488.1,360.0
497.5,488.4,509.5,399.9,320.0
553.3,625.7,581.1,532.0,540.0
424.2,596.2,514.9,421.9,0.0
468.0,630.9,577.3,519.4,580.0
431.8,621.2,478.1,506.6,540.0
480.5,598.0,586.1,491.7,740.0
435.3,447.0,348.5,373.1,0.0
469.5,435.7,493.9,495.9,400.0
390.8,531.7,477.3,527.2,260.0
463.8,619.2,553.6,660.7,520.0
506.7,577.2,558.9,407.6,520.0
429.1,423.5,447.7,432.8,480.0
563.0,607.9,588.7,656.0,600.0
404.5,550.4,463.7,433.4,360.0
591.9,669.5,546.9,558.3,920.0
399.8,530.5,516.1,485.7,320.0
501.1,632.0,569.0,562.4,520.0
403.6,436.9,508.7,402.8,360.0
381.6,445.0,484.6,378.7,300.0
526.7,619.4,560.0,558.3,600.0
424.6,406.5,480.0,499.8,400.0
473.3,591.6,558.5,582.1,460.0
464.1,492.9,496.8,531.7,720.0
614.7,636.2,553.6,615.5,740.0
451.8,637.3,560.3,420.8,520.0
579.3,581.1,613.4,554.1,560.0
441.7,578.1,526.0,554.3,540.0
445.3,513.1,448.8,411.0,0.0
484.0,535.8,491.0,456.7,400.0
381.7,460.0,424.5,397.8,460.0
504.1,520.3,509.0,453.3,440.0
532.8,612.1,514.8,587.6,520.0
423.0,609.1,590.7,571.1,260.0
494.9,619.9,529.7,539.3,480.0
556.5,657.0,632.5,738.7,700.0
461.7,537.4,471.0,470.3,480.0
505.1,624.1,549.3,501.3,540.0
466.2,559.0,414.1,406.7,0.0
549.0,588.4,498.9,683.4,600.0
551.8,669.1,572.9,587.3,580.0
560.5,614.4,593.3,678.5,820.0
396.7,631.8,582.0,444.0,540.0
430.5,604.5,545.8,580.6,420.0
472.0,579.5,559.3,676.6,600.0
599.0,444.7,471.1,473.7,300.0
530.2,619.1,562.2,628.6,600.0
393.3,595.3,505.8,565.9,700.0
493.8,530.9,551.4,437.3,500.0
459.4,495.6,448.9,507.1,320.0
443.5,574.8,469.9,426.1,360.0
425.1,626.5,398.6,533.6,560.0
495.8,500.6,398.7,441.0,260.0
583.6,598.2,565.8,555.5,460.0
561.2,561.1,598.8,581.4,580.0
602.7,707.4,587.2,752.0,740.0
398.9,440.2,402.8,404.8,320.0
519.3,613.4,528.3,526.9,520.0
489.2,638.8,558.8,575.6,360.0
528.3,578.7,541.6,499.5,560.0
643.7,690.8,628.3,777.4,600.0
472.8,499.9,426.3,427.6,280.0
576.2,675.8,611.6,628.6,580.0
401.3,532.2,468.7,492.9,480.0
539.2,717.2,586.7,717.7,440.0
615.4,652.7,647.9,693.7,820.0
398.7,436.7,502.7,436.8,340.0
617.1,612.8,598.4,534.5,640.0
456.7,530.2,444.6,500.5,400.0
415.8,425.8,435.7,559.3,240.0
423.3,568.7,511.3,516.8,540.0
410.7,577.6,458.6,393.0,320.0
457.4,543.6,405.8,484.3,240.0
487.9,558.8,507.2,502.1,520.0
579.4,666.0,619.1,700.7,860.0
393.1,481.7,491.1,412.1,560.0
484.8,626.4,613.8,492.7,760.0
403.2,523.9,494.4,507.8,340.0
419.8,553.7,425.6,391.8,340.0
489.6,647.8,478.6,597.4,440.0
548.4,635.8,620.6,620.5,680.0
542.0,496.2,593.6,555.8,380.0
529.3,599.1,437.8,470.2,280.0
597.1,603.0,619.5,724.4,780.0
663.5,635.4,614.0,730.7,660.0
402.1,660.4,559.4,642.4,740.0
418.6,600.4,579.3,530.3,640.0
484.2,484.0,528.5,482.7,400.0
584.9,647.1,615.0,670.8,860.0
513.9,624.8,552.9,541.2,680.0
550.2,641.5,562.8,531.2,380.0
541.6,563.0,571.1,504.4,620.0
592.9,635.3,604.9,632.4,620.0
488.1,587.7,482.4,502.5,380.0
455.1,584.9,573.0,522.6,600.0
423.2,607.2,590.1,478.0,400.0
506.0,502.4,547.3,546.5,540.0
498.8,654.4,606.0,457.9,700.0
708.1,695.9,611.2,818.4,960.0
510.6,631.7,648.1,632.4,600.0
505.6,601.1,529.2,573.8,580.0
530.0,592.3,541.2,486.8,820.0
428.6,470.3,458.0,401.6,360.0
562.6,659.4,657.0,678.1,700.0
437.0,404.5,517.1,449.2,460.0
559.6,655.9,582.9,451.1,580.0
526.4,553.8,505.6,494.9,660.0
483.0,578.4,461.0,474.7,560.0
563.6,638.7,586.6,688.7,660.0
430.9,491.6,495.5,546.3,340.0
643.0,717.1,703.2,703.7,920.0
420.0,601.8,542.1,571.4,780.0
386.2,530.9,513.8,459.8,340.0
525.1,438.5,497.3,474.2,600.0
558.1,518.7,446.7,471.9,320.0
532.1,617.1,521.9,635.0,560.0
599.4,671.1,581.1,692.5,820.0
444.0,505.1,458.9,443.7,400.0
476.3,588.9,518.0,612.5,440.0
539.0,641.6,578.2,595.9,660.0
456.5,600.7,560.0,472.4,420.0
549.0,460.8,331.5,390.7,580.0
414.9,560.4,422.7,423.8,380.0
430.9,582.1,414.1,475.4,480.0
444.1,468.7,516.9,562.5,760.0
525.0,630.1,578.5,568.8,700.0
434.7,527.7,451.0,408.7,320.0
475.1,630.1,527.5,456.6,600.0
529.5,668.9,622.3,609.7,860.0
487.0,448.7,382.1,393.6,400.0
617.1,645.6,595.7,749.2,860.0
391.3,425.5,455.8,392.2,500.0
530.5,668.4,592.3,678.6,880.0
600.3,678.3,617.4,687.1,880.0
433.8,449.3,445.5,573.5,440.0
503.5,548.5,584.9,405.9,360.0
564.5,581.0,556.4,532.7,320.0
556.7,566.9,577.1,468.1,760.0
525.4,610.7,582.9,503.5,380.0
473.8,639.9,612.3,426.4,640.0
378.0,595.7,496.5,574.9,640.0
443.9,400.3,517.7,473.8,0.0
544.5,526.0,549.3,583.7,640.0
478.7,435.4,506.7,566.1,580.0
452.4,478.6,478.7,512.6,520.0
459.5,605.6,516.5,419.2,680.0
470.1,515.5,461.1,518.5,360.0
457.6,622.3,560.1,401.3,460.0
459.9,495.5,517.7,621.5,340.0
553.8,485.1,504.2,440.7,360.0
461.6,629.5,538.1,704.6,560.0
365.7,498.9,518.4,428.2,440.0
605.7,664.0,636.2,676.8,660.0
466.2,452.8,407.7,431.1,360.0
441.7,426.3,470.2,421.2,320.0
402.3,640.9,599.6,620.0,560.0
466.8,544.7,541.4,440.1,560.0
487.6,599.3,469.9,538.0,380.0
463.1,535.2,581.7,637.2,380.0
452.8,520.5,508.0,555.5,700.0
378.7,549.6,471.3,459.9,540.0
565.5,656.8,598.5,704.9,640.0
470.9,593.1,511.3,586.4,320.0
678.7,718.7,706.0,702.6,880.0
646.2,721.1,656.2,745.6,680.0
598.3,612.2,555.7,622.6,940.0
447.7,624.8,610.4,522.1,620.0
654.5,710.8,706.0,740.5,760.0
405.1,529.1,423.0,529.7,420.0
468.9,450.4,371.9,456.2,300.0
619.4,620.0,595.1,675.7,820.0
449.3,421.4,476.7,624.9,300.0
413.9,583.5,524.0,453.7,280.0
390.5,483.7,430.2,407.1,600.0
397.3,455.4,378.0,376.5,240.0
515.8,484.8,487.2,470.1,800.0
445.2,510.3,424.3,442.1,500.0
497.6,625.0,530.7,429.7,320.0
482.0,465.1,400.8,435.7,240.0
606.4,734.2,651.9,475.6,760.0
624.4,631.0,584.9,671.2,820.0
637.5,684.7,630.3,689.1,760.0
470.1,398.1,453.5,421.2,440.0
632.0,630.5,571.7,682.5,560.0
491.3,463.6,509.4,447.2,260.0
474.6,518.8,465.1,465.4,560.0
365.4,429.4,429.3,446.3,400.0
371.8,433.1,451.3,440.9,0.0
466.6,536.9,501.5,453.7,680.0
414.0,471.3,458.7,589.1,360.0
499.5,622.8,593.5,601.2,800.0
456.5,455.6,433.7,405.9,260.0
401.4,440.4,555.2,457.4,340.0
451.0,463.1,362.7,522.7,280.0
581.6,621.9,579.0,795.2,880.0
531.5,616.7,606.0,545.8,740.0
397.5,560.0,573.6,608.6,640.0
562.9,607.1,531.9,563.2,580.0
446.9,566.7,536.7,438.9,400.0
598.0,675.1,675.6,664.3,820.0
541.7,577.4,568.5,493.6,560.0
476.8,645.8,574.8,767.3,680.0
428.8,595.9,480.9,445.2,440.0
545.8,564.7,516.9,708.4,340.0
420.1,559.4,503.5,387.5,620.0
501.1,628.8,535.8,484.7,620.0
527.7,427.9,446.0,570.0,300.0
414.4,446.2,341.2,453.2,300.0
383.1,454.4,503.6,440.3,280.0
523.8,508.3,586.0,507.3,560.0
591.9,674.5,636.0,734.4,820.0
457.0,495.6,506.0,521.0,720.0
612.5,647.7,563.3,638.5,280.0
447.3,401.8,534.4,543.1,380.0
426.7,486.1,467.3,446.1,380.0
648.5,660.0,630.6,717.2,640.0
562.8,629.6,580.6,723.6,580.0
447.6,472.1,466.9,516.2,220.0
482.3,650.2,512.2,492.7,600.0
511.3,612.4,517.1,575.7,340.0
454.7,452.0,498.7,410.6,520.0
565.6,638.8,589.9,605.0,780.0
543.6,653.2,642.0,658.5,760.0
458.6,605.4,440.8,447.3,580.0
551.6,662.0,558.6,689.2,0.0
585.4,642.3,605.4,588.8,620.0
449.2,483.9,480.7,448.0,600.0
410.1,569.4,504.8,574.0,400.0
385.8,504.7,549.3,479.2,520.0
400.1,521.3,446.7,448.6,520.0
399.8,487.0,395.6,452.8,340.0
421.2,535.1,510.0,571.2,200.0
404.8,422.6,352.5,373.4,480.0
534.8,551.4,486.4,422.8,300.0
556.5,558.1,578.8,424.0,660.0
594.5,658.9,604.1,589.6,360.0
414.2,429.4,408.7,534.2,120.0
507.6,610.0,632.7,446.9,360.0
441.2,401.1,508.5,445.3,380.0
429.1,598.8,489.0,453.0,360.0
413.8,586.9,456.6,477.8,360.0
392.3,483.8,486.0,512.3,640.0
453.9,622.5,560.1,561.9,720.0
482.2,634.5,595.8,530.0,560.0
565.8,635.5,601.2,522.2,580.0
462.2,561.1,447.5,414.3,400.0
683.8,633.8,635.3,702.9,780.0
517.8,545.1,465.4,472.3,480.0
639.8,709.3,654.8,514.2,480.0
620.3,571.2,600.0,512.5,720.0
453.3,500.8,510.8,651.5,360.0
487.1,650.0,574.5,720.9,900.0
612.2,662.6,615.0,749.0,740.0
469.6,468.9,456.1,637.8,500.0
492.0,627.4,472.1,477.4,600.0
504.2,630.2,585.4,421.7,300.0
506.6,599.6,582.9,591.5,460.0
480.4,513.6,431.0,385.7,360.0
476.3,561.9,580.4,440.9,380.0
434.0,558.4,482.9,534.2,280.0
380.0,551.7,440.6,462.9,280.0
555.2,632.6,588.3,523.6,380.0
517.8,638.3,576.7,525.2,600.0
420.9,443.5,352.0,375.6,440.0
538.1,634.3,545.0,534.0,260.0
533.8,488.4,503.7,517.0,540.0
489.1,602.2,524.5,483.5,740.0
542.2,598.5,598.5,675.0,840.0
481.6,604.1,567.4,564.3,560.0
489.3,631.4,591.8,562.4,680.0
441.0,626.9,579.2,700.8,560.0
441.7,599.5,561.1,439.6,500.0
415.5,0.0,351.4,586.1,420.0
514.2,441.8,401.7,496.7,300.0
478.5,555.5,528.4,566.8,340.0
424.6,499.1,463.0,486.6,360.0
475.8,425.6,442.2,414.2,580.0
542.3,686.4,612.2,687.0,940.0
467.0,464.4,509.6,487.4,480.0
549.6,622.5,584.4,663.9,420.0
418.3,500.0,441.7,533.2,400.0
511.3,621.2,588.0,476.8,600.0
374.0,598.6,538.8,427.9,460.0
481.0,585.6,463.7,441.0,340.0
463.2,531.3,410.3,572.2,540.0
582.0,681.5,597.0,653.9,560.0
437.2,454.4,466.9,693.1,280.0
575.1,692.8,631.2,699.0,580.0
399.8,574.2,381.7,403.9,280.0
437.5,530.1,451.6,414.1,380.0
419.2,432.1,410.5,407.6,300.0
446.5,608.4,518.0,543.9,400.0
497.1,504.7,439.2,563.4,440.0
470.3,550.4,453.9,438.6,440.0
454.5,539.7,514.6,461.2,340.0
640.3,673.0,564.7,564.5,880.0
438.3,453.2,519.8,505.3,480.0
506.4,600.2,609.1,658.6,600.0
459.1,649.0,544.8,459.7,540.0
635.2,656.3,554.8,744.0,760.0
481.6,451.8,426.7,458.9,440.0
448.9,591.8,509.5,473.2,320.0
575.3,405.1,494.0,527.3,600.0
491.7,505.9,535.0,605.6,760.0
406.8,496.1,452.3,519.4,340.0
494.7,647.0,572.8,606.3,380.0
385.7,513.9,498.1,535.4,380.0
521.5,577.8,521.4,375.2,360.0
506.1,479.5,495.9,482.6,360.0
509.7,602.1,540.0,377.1,620.0
461.3,498.0,591.6,563.2,640.0
480.6,591.3,440.9,537.5,480.0
429.6,505.8,516.9,523.7,500.0
464.4,621.1,585.1,448.1,360.0
571.1,622.0,662.4,443.7,700.0
483.9,571.9,558.0,502.7,280.0
454.8,466.8,554.2,539.9,360.0
587.7,608.2,552.1,474.0,500.0
546.6,557.7,435.5,441.1,300.0
541.7,454.7,402.3,463.6,560.0
476.1,426.9,403.0,414.7,260.0
491.4,579.1,549.0,573.2,460.0
373.3,459.9,497.8,413.1,300.0
399.2,596.4,578.4,713.8,520.0
397.1,490.1,332.2,430.2,0.0
516.3,534.1,567.1,486.2,600.0
439.1,541.2,429.9,473.3,360.0
762.6,745.7,671.1,962.5,940.0
469.2,510.0,384.9,460.5,660.0
486.4,434.3,409.3,450.1,320.0
501.1,530.4,556.0,440.9,540.0
413.0,543.1,476.5,393.9,500.0
427.4,622.4,569.0,457.9,480.0
492.0,639.5,568.2,442.5,320.0
506.3,434.7,542.7,425.4,360.0
597.4,642.0,576.6,634.9,520.0
648.3,659.7,617.6,700.4,880.0
448.1,591.0,534.6,430.1,540.0
466.2,632.8,539.3,416.0,360.0
414.6,604.1,421.2,569.5,540.0
390.0,548.4,555.3,419.6,640.0
396.2,491.6,448.8,482.0,640.0
421.2,405.7,450.5,392.4,280.0
451.0,631.5,588.1,542.5,660.0
560.5,617.8,492.2,448.9,400.0
602.0,621.4,561.4,473.7,540.0
488.3,618.8,561.9,602.6,520.0
463.3,617.7,518.4,569.6,380.0
582.9,587.8,433.5,570.0,560.0
378.6,502.4,504.0,511.1,500.0
566.0,661.1,566.1,712.8,380.0
464.3,442.0,331.3,519.3,320.0
519.4,602.5,529.8,591.4,320.0
458.2,582.0,488.8,438.9,420.0
409.3,623.1,554.5,534.9,340.0
416.3,494.2,453.7,499.1,460.0
537.8,548.0,493.7,433.1,640.0
484.9,599.6,582.0,528.9,620.0
469.1,565.2,544.5,503.2,540.0
481.3,409.3,371.6,450.8,260.0
623.2,654.2,596.3,726.3,640.0
372.6,408.0,416.6,553.5,360.0
475.9,621.9,598.5,555.2,620.0
589.6,592.6,543.6,522.8,660.0
462.0,527.2,379.1,403.8,320.0
383.0,426.8,415.9,488.3,340.0
525.8,555.6,543.6,500.1,520.0
386.8,497.7,514.5,474.9,360.0
618.1,609.5,590.1,696.9,540.0
458.9,594.6,483.6,423.2,360.0
488.8,494.9,566.7,574.1,360.0
436.1,434.4,381.0,587.7,260.0
532.8,440.4,379.6,495.8,360.0
697.6,681.7,637.9,833.9,960.0
619.6,635.5,526.1,710.5,840.0
438.8,542.4,514.7,394.9,380.0
507.7,632.1,547.6,569.7,560.0
491.5,604.0,417.7,459.7,400.0
486.7,423.3,460.2,498.0,540.0
620.7,642.9,559.6,547.7,840.0
444.0,544.4,473.4,429.6,320.0
422.2,505.1,610.3,622.2,560.0
378.4,433.7,423.3,387.1,260.0
426.9,524.1,406.8,491.9,300.0
426.6,543.2,511.4,406.1,300.0
535.6,570.1,512.7,604.0,440.0
446.1,556.6,468.9,437.6,480.0
430.6,566.6,498.2,469.6,280.0
474.2,425.5,413.8,501.3,320.0
611.3,640.5,614.2,527.4,600.0
516.5,581.6,607.5,443.6,900.0
477.9,590.9,512.4,539.5,360.0
519.7,613.9,586.8,617.4,720.0
459.6,551.6,531.6,646.5,500.0
416.1,625.6,506.0,520.8,760.0
551.7,622.4,604.9,411.1,540.0
472.8,563.1,534.3,457.8,360.0
587.2,620.7,527.6,609.5,480.0
567.7,613.6,484.5,580.5,620.0
410.1,624.2,602.8,455.8,680.0
638.4,666.4,624.9,726.5,720.0
496.2,542.0,555.6,687.8,640.0
392.7,448.2,439.9,457.4,280.0
482.2,450.4,408.0,474.8,0.0
406.2,528.2,554.8,469.8,560.0
448.4,581.8,528.7,544.2,300.0
537.4,567.4,607.3,569.3,580.0
512.2,470.4,474.4,506.7,540.0
609.4,665.1,574.0,712.9,720.0
600.6,593.1,557.5,718.9,940.0
453.2,600.2,480.6,395.7,500.0
408.1,448.6,430.0,451.1,240.0
516.0,593.8,478.9,600.3,580.0
401.7,519.1,429.6,428.7,460.0
480.1,601.8,513.0,529.9,780.0
453.2,580.4,503.4,588.3,240.0
461.2,607.6,583.1,521.0,360.0
518.0,614.6,560.8,566.4,720.0
464.9,625.3,546.6,550.0,680.0
539.6,600.8,598.2,600.0,540.0
549.7,605.8,581.7,503.8,500.0
504.4,528.0,446.3,583.0,480.0
525.9,545.2,549.9,449.4,600.0
474.4,633.9,584.8,693.9,400.0
662.5,644.4,671.8,702.3,640.0
381.8,523.3,550.8,664.9,360.0
565.9,442.6,389.1,491.0,360.0
457.1,598.8,546.0,479.0,580.0
431.1,505.6,413.9,559.0,340.0
598.3,681.5,650.5,590.5,880.0
421.5,466.4,472.6,447.5,580.0
494.2,656.7,533.6,558.8,700.0
525.8,526.4,575.1,549.9,500.0
473.0,639.5,521.1,551.0,520.0
437.3,632.6,598.6,523.7,320.0
492.4,622.4,580.3,597.7,580.0
531.1,629.3,530.3,438.4,500.0
527.3,667.4,564.2,484.2,800.0
563.4,515.8,491.7,479.5,560.0
454.0,634.0,551.1,538.6,560.0
497.7,637.2,544.2,543.1,500.0
480.0,434.4,463.9,388.1,220.0
532.1,428.0,385.7,398.9,300.0
514.2,637.2,527.2,495.9,360.0
544.1,671.7,637.6,789.5,780.0
443.4,552.4,628.4,407.4,620.0
502.7,479.4,446.7,390.2,380.0
543.2,432.8,527.8,472.3,340.0
420.5,627.5,566.3,479.3,300.0
535.2,450.8,352.7,427.5,340.0
397.4,611.9,572.5,396.5,460.0
450.2,608.1,551.8,534.3,600.0
400.8,553.1,414.8,459.6,520.0
566.5,663.1,596.1,518.7,780.0
433.3,621.0,589.6,442.6,560.0
446.4,403.0,584.2,497.7,580.0
406.5,407.9,470.7,415.9,220.0
506.9,449.1,349.0,477.9,580.0
418.2,625.0,542.0,495.3,600.0
509.4,554.5,529.7,540.4,680.0
523.1,636.7,543.9,520.6,740.0
467.2,572.3,571.3,612.6,700.0
670.4,698.0,657.4,740.2,720.0
396.5,535.1,462.0,446.2,300.0
521.2,582.6,512.4,547.9,540.0
420.2,530.3,474.5,481.3,440.0
425.9,502.4,430.7,380.3,340.0
376.5,463.1,468.4,449.1,340.0
422.1,577.3,494.4,513.1,600.0
416.8,487.0,439.0,488.1,220.0
514.9,612.6,593.5,452.4,720.0
560.1,529.7,546.1,561.7,580.0
428.3,542.5,520.0,470.1,320.0
450.8,533.1,533.8,539.5,580.0
500.3,576.1,418.6,427.7,360.0
440.7,405.6,354.4,440.7,0.0
480.7,458.7,502.1,466.8,560.0
495.1,675.6,628.8,443.5,640.0
605.5,636.8,576.3,724.4,480.0
569.4,615.1,458.0,499.0,600.0
624.4,674.9,656.4,633.6,840.0
417.4,422.8,488.5,582.3,640.0
467.1,586.7,588.9,421.5,500.0
443.9,599.8,579.4,524.4,540.0
494.0,549.6,516.4,520.3,500.0
612.4,658.0,461.7,633.9,500.0
561.4,639.2,601.7,614.0,580.0
618.4,667.7,684.6,681.4,660.0
451.9,570.8,510.0,583.3,360.0
473.0,443.6,480.2,375.5,340.0
408.6,527.1,435.6,497.7,280.0
465.0,631.8,580.1,557.8,380.0
462.5,481.5,376.2,425.5,260.0
488.5,591.2,434.8,512.0,420.0
584.2,652.7,577.9,568.4,640.0
432.2,609.5,534.4,516.5,380.0
587.4,653.3,552.4,446.7,760.0
510.2,647.0,539.5,478.3,640.0
517.5,532.0,523.5,537.2,540.0
400.6,461.0,402.0,438.0,360.0
428.3,583.5,598.3,542.6,660.0
607.3,421.9,458.8,404.1,320.0
472.1,461.1,352.9,551.8,300.0
520.5,538.4,546.0,542.7,880.0
538.3,572.1,584.3,443.4,600.0
407.0,518.4,503.2,525.4,440.0
417.7,570.4,541.0,478.6,520.0
490.4,624.8,549.2,581.9,640.0
574.0,622.2,587.0,556.0,540.0
579.0,681.8,593.4,657.9,680.0
441.2,615.7,531.5,436.7,400.0
477.5,417.5,510.3,543.8,460.0
436.9,485.3,490.3,583.6,580.0
597.4,671.9,642.7,674.8,540.0
417.1,541.9,478.3,504.9,240.0
484.7,558.6,502.8,669.2,680.0
509.2,630.7,543.8,606.6,400.0
379.4,483.0,461.2,388.4,220.0
473.5,633.3,625.8,553.2,520.0
386.8,584.2,497.0,500.8,620.0
539.1,628.6,548.1,442.7,600.0
399.6,456.7,421.4,437.4,300.0
583.8,525.9,596.5,641.6,700.0
473.6,524.4,521.6,502.1,460.0
438.3,489.4,406.4,438.0,340.0
508.2,508.1,471.9,542.5,480.0
550.2,622.6,591.1,580.0,940.0
480.3,549.3,499.0,410.2,320.0
497.2,609.0,476.7,446.4,280.0
480.6,603.8,511.5,485.7,360.0
436.9,630.2,527.1,493.2,540.0
564.0,472.1,548.9,522.7,680.0
420.5,483.6,454.5,475.3,500.0
505.3,621.2,455.8,485.7,380.0
409.7,443.4,551.1,545.3,520.0
666.8,687.3,667.3,751.1,700.0
405.1,480.8,459.2,500.8,280.0
641.3,651.3,588.9,547.9,680.0
502.8,591.5,471.0,500.0,520.0
415.0,502.3,504.9,557.2,320.0
576.5,659.7,631.1,660.2,660.0
530.9,487.8,600.6,433.7,520.0
591.2,635.1,610.3,503.2,660.0
750.4,679.2,641.8,960.7,700.0
451.8,537.7,503.4,474.5,540.0
581.7,647.7,547.8,592.7,620.0
521.7,545.7,593.5,654.5,520.0
452.8,605.2,569.7,426.3,360.0
463.3,601.5,463.6,611.8,360.0
456.2,589.0,508.6,409.9,360.0
503.6,652.8,621.4,666.9,700.0
454.5,587.0,520.3,600.9,620.0
639.3,691.6,642.0,716.6,880.0
455.4,479.0,499.3,514.1,500.0
423.2,423.6,370.6,473.3,300.0
388.8,454.0,582.8,525.8,560.0
519.8,556.3,484.2,398.4,480.0
600.9,657.3,590.5,633.8,580.0
458.6,510.1,484.7,455.4,340.0
640.1,706.5,664.0,685.0,800.0
392.9,615.4,407.8,444.0,320.0
747.7,717.0,657.3,781.7,880.0
478.6,422.7,393.8,588.5,280.0
442.2,568.7,559.8,460.8,580.0
600.3,667.3,648.5,709.7,920.0
375.5,503.7,397.5,509.3,320.0
464.3,410.1,416.7,477.0,360.0
592.7,624.2,537.3,525.5,800.0
420.4,450.7,453.9,537.2,520.0
397.7,590.4,531.6,523.8,460.0
429.8,547.1,384.1,496.4,380.0
446.0,450.6,471.8,506.2,580.0
511.5,644.5,590.7,683.2,760.0
467.5,507.5,469.6,540.5,340.0
476.7,584.9,545.1,530.8,680.0
413.0,549.2,551.4,598.9,340.0
533.3,576.7,474.7,432.1,440.0
466.5,615.3,559.7,481.1,420.0
506.6,540.0,527.2,461.4,280.0
415.5,406.6,473.1,434.9,360.0
498.4,469.0,472.1,461.9,300.0
582.9,615.9,555.2,617.3,640.0
573.5,631.7,559.4,625.9,540.0
486.4,580.0,534.2,507.7,560.0
450.9,458.9,449.7,390.9,340.0
385.8,518.1,513.1,516.4,560.0
513.6,450.8,510.4,489.9,340.0
466.1,407.6,359.1,391.6,0.0
427.3,631.2,563.2,399.3,480.0
549.7,646.4,597.1,457.7,760.0
384.2,589.7,517.2,484.4,620.0
414.6,656.0,563.4,444.2,560.0
436.8,583.2,564.4,462.5,400.0
401.0,594.8,432.7,516.7,320.0
551.4,654.7,571.4,548.7,440.0
388.6,527.9,433.5,516.5,560.0
578.1,566.3,527.9,472.2,360.0
399.4,491.1,464.2,434.3,380.0
668.7,687.9,600.7,697.8,900.0
539.8,632.8,624.7,625.5,660.0
547.8,615.6,544.9,601.9,760.0
462.0,522.6,498.3,460.2,380.0
506.2,599.6,544.5,472.1,540.0
467.3,479.9,471.8,382.4,320.0
544.8,629.7,612.4,437.8,360.0
388.2,569.5,396.0,475.0,320.0
399.0,550.5,548.4,493.3,440.0
383.2,489.6,385.5,421.8,340.0
457.6,447.9,549.1,462.2,580.0
508.6,664.6,453.4,521.1,680.0
472.6,530.7,557.2,437.4,440.0
596.9,668.1,614.0,692.2,700.0
572.6,660.1,604.8,585.3,540.0
425.2,411.0,372.1,418.1,260.0
